id,name,weight,height,image,base_hp,base_attack,base_defense,base_special_defense,base_speed,base_special_attack,base_stat_total
763,tsareena,214,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,72,120,98,98,72,50,510
764,comfey,3,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,51,52,90,110,100,82,485
765,oranguru,760,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,90,60,80,110,60,90,490
766,passimian,828,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,100,120,90,60,80,40,490
767,wimpod,120,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,25,35,40,30,80,20,230
768,golisopod,1080,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,75,125,140,90,40,60,530
769,sandygast,700,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,55,55,80,45,15,70,320
770,palossand,2500,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,85,75,110,75,35,100,480
771,pyukumuku,12,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,55,60,130,130,5,30,410
772,type-null,1205,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,95,95,95,95,59,95,534
773,silvally,1005,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,95,95,95,95,95,95,570
774,minior-red-meteor,400,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,60,60,100,100,60,60,440
775,komala,199,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,65,115,65,95,65,75,480
776,turtonator,2120,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,60,78,135,85,36,91,485
777,togedemaru,33,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,65,98,63,73,96,40,435
778,mimikyu-disguised,7,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,55,90,80,105,96,50,476
779,bruxish,190,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,68,105,70,70,92,70,475
780,drampa,1850,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,78,60,85,91,36,135,485
781,dhelmise,2100,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,70,131,100,90,40,86,517
782,jangmo-o,297,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,45,55,65,45,45,45,300
783,hakamo-o,470,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,55,75,90,70,65,65,420
784,kommo-o,782,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,75,110,125,105,85,100,600
785,tapu-koko,205,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,70,115,85,75,130,95,570
786,tapu-lele,186,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,70,85,75,115,95,130,570
787,tapu-bulu,455,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,70,130,115,95,75,85,570
788,tapu-fini,212,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,70,75,115,130,85,95,570
789,cosmog,1,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,43,29,31,31,37,29,200
790,cosmoem,9999,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,43,29,131,131,37,29,400
791,solgaleo,2300,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,137,137,107,89,97,113,680
792,lunala,1200,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,137,113,89,107,97,137,680
793,nihilego,555,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,109,53,47,131,103,127,570
794,buzzwole,3336,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,107,139,139,53,79,53,570
795,pheromosa,250,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,71,137,37,37,151,137,570
796,xurkitree,1000,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,83,89,71,71,83,173,570
797,celesteela,9999,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,97,101,103,101,61,107,570
798,kartana,1,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,59,181,131,31,109,59,570
799,guzzlord,8880,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,223,101,53,53,43,97,570
800,necrozma,2300,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,97,107,101,89,79,127,600
801,magearna,805,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,80,95,115,115,65,130,600
802,marshadow,222,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,90,125,80,90,125,90,600
803,poipole,18,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,67,73,67,67,73,73,420
804,naganadel,1500,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,73,73,73,73,121,127,540
805,stakataka,8200,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,61,131,211,101,13,53,570
806,blacephalon,130,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,53,127,53,79,107,151,570
807,zeraora,445,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,88,112,75,80,143,102,600
808,meltan,80,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,46,65,65,35,34,55,300
809,melmetal,8000,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,135,143,143,65,34,80,600
810,grookey,50,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,50,65,50,40,65,40,310
811,thwackey,140,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,70,85,70,60,80,55,420
812,rillaboom,900,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,100,125,90,70,85,60,530
813,scorbunny,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,50,71,40,40,69,40,310
814,raboot,90,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,65,86,60,60,94,55,420
815,cinderace,330,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,80,116,75,75,119,65,530
816,sobble,40,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,50,40,40,40,70,70,310
817,drizzile,115,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,65,60,55,55,90,95,420
818,inteleon,452,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,70,85,65,65,120,125,530
819,skwovet,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,70,55,55,35,25,35,275
820,greedent,60,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,120,95,95,75,20,55,460
821,rookidee,18,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,38,47,35,35,57,33,245
822,corvisquire,160,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,68,67,55,55,77,43,365
823,corviknight,750,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,98,87,105,85,67,53,495
824,blipbug,80,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,25,20,20,45,45,25,180
825,dottler,195,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,50,35,80,90,30,50,335
826,orbeetle,408,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,60,45,110,120,90,80,505
827,nickit,89,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,40,28,28,52,50,47,245
828,thievul,199,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,70,58,58,92,90,87,455
829,gossifleur,22,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,40,40,60,60,10,40,250
830,eldegoss,25,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,60,50,90,120,60,80,460
831,wooloo,60,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,42,40,55,45,48,40,270
832,dubwool,430,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,72,80,100,90,88,60,490
833,chewtle,85,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,50,64,50,38,44,38,284
834,drednaw,1155,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,90,115,90,68,74,48,485
835,yamper,135,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,59,45,50,50,26,40,270
836,boltund,340,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,69,90,60,60,121,90,490
837,rolycoly,120,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,30,40,50,50,30,40,240
838,carkol,780,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,80,60,90,70,50,60,410
839,coalossal,3105,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,110,80,120,90,30,80,510
840,applin,5,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,40,40,80,40,20,40,260
841,flapple,10,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,70,110,80,60,70,95,485
842,appletun,130,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,110,85,80,80,30,100,485
843,silicobra,76,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,52,57,75,50,46,35,315
844,sandaconda,655,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,72,107,125,70,71,65,510
845,cramorant,180,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,70,85,55,95,85,85,475
846,arrokuda,10,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,41,63,40,30,66,40,280
847,barraskewda,300,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,61,123,60,50,136,60,490
848,toxel,110,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,40,38,35,35,40,54,242
849,toxtricity-amped,400,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,75,98,70,70,75,114,502
850,sizzlipede,10,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,50,65,45,50,45,50,305
851,centiskorch,1200,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,100,115,65,90,65,90,525
852,clobbopus,40,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,50,68,60,50,32,50,310
853,grapploct,390,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,80,118,90,80,42,70,480
854,sinistea,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,40,45,45,54,50,74,308
855,polteageist,4,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,60,65,65,114,70,134,508
856,hatenna,34,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,42,30,45,53,39,56,265
857,hattrem,48,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,57,40,65,73,49,86,370
858,hatterene,51,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,57,90,95,103,29,136,510
859,impidimp,55,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,45,45,30,40,50,55,265
860,morgrem,125,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,65,60,45,55,70,75,370
861,grimmsnarl,610,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,95,120,65,75,60,95,510
862,obstagoon,460,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,93,90,101,81,95,60,520
863,perrserker,280,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,70,110,100,60,50,50,440
864,cursola,4,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,60,95,50,130,30,145,510
865,sirfetchd,1170,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,62,135,95,82,65,68,507
866,mr-rime,582,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,80,85,75,100,70,110,520
867,runerigus,666,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,58,95,145,105,30,50,483
868,milcery,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,45,40,40,61,34,50,270
869,alcremie,5,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,65,60,75,121,64,110,495
870,falinks,620,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,65,100,100,60,75,70,470
871,pincurchin,10,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,48,101,95,85,15,91,435
872,snom,38,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,30,25,35,30,20,45,185
873,frosmoth,420,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,70,65,60,90,65,125,475
874,stonjourner,5200,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,100,125,135,20,70,20,470
875,eiscue-ice,890,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,75,80,110,90,50,65,470
876,indeedee-male,280,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,60,65,55,95,95,105,475
877,morpeko-full-belly,30,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,58,95,58,58,97,70,436
878,cufant,1000,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,72,80,49,49,40,40,330
879,copperajah,6500,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,122,130,69,69,30,80,500
880,dracozolt,1900,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,90,100,90,70,75,80,505
881,arctozolt,1500,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,90,100,90,80,55,90,505
882,dracovish,2150,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,90,90,100,80,75,70,505
883,arctovish,1750,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,90,90,100,90,55,80,505
884,duraludon,400,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,70,95,115,50,85,120,535
885,dreepy,20,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,28,60,30,30,82,40,270
886,drakloak,110,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,68,80,50,50,102,60,410
887,dragapult,500,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,88,120,75,75,142,100,600
888,zacian,1100,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,92,120,115,115,138,80,660
889,zamazenta,2100,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,92,120,115,115,138,80,660
890,eternatus,9500,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,140,85,95,95,130,145,690
891,kubfu,120,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,60,90,60,50,72,53,385
892,urshifu-single-strike,1050,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,100,130,100,60,97,63,550
893,zarude,700,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,105,120,105,95,105,70,600
894,regieleki,1450,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,80,100,50,50,200,100,580
895,regidrago,2000,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,200,100,50,50,80,100,580
896,glastrier,8000,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,100,145,130,110,30,65,580
897,spectrier,445,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,100,65,60,80,130,145,580
898,calyrex,77,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,100,80,80,80,80,80,500
899,wyrdeer,951,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,103,105,72,75,65,105,525
900,kleavor,890,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png,70,135,95,70,85,45,500
901,ursaluna,2900,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png,130,140,105,80,50,45,550
902,basculegion-male,1100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png,120,112,65,75,78,80,530
903,sneasler,430,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,80,130,60,80,120,40,510
904,overqwil,605,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png,85,115,95,65,85,65,510
905,enamorus-incarnate,480,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,74,115,70,80,106,135,580
906,sprigatito,41,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,40,61,54,45,65,45,310
907,floragato,122,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,61,80,63,63,83,60,410
908,meowscarada,312,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,76,110,70,70,123,81,530
909,fuecoco,98,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,67,45,59,40,36,63,310
910,crocalor,307,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,81,55,78,58,49,90,411
911,skeledirge,3265,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,104,75,100,75,66,110,530
912,quaxly,61,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,55,65,45,45,50,50,310
913,quaxwell,215,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,70,85,65,60,65,65,410
914,quaquaval,619,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,85,120,80,75,85,85,530
915,lechonk,102,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,54,45,40,45,35,35,254
916,oinkologne-male,1200,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,110,100,75,80,65,59,489
917,tarountula,40,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,35,41,45,40,20,29,210
918,spidops,165,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,60,79,92,86,35,52,404
919,nymble,10,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,33,46,40,25,45,21,210
920,lokix,175,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,71,102,78,55,92,52,450
921,pawmi,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,45,50,20,25,60,40,240
922,pawmo,65,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png,60,75,40,40,85,50,350
923,pawmot,410,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png,70,115,70,60,105,70,490
924,tandemaus,18,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png,50,50,45,45,75,40,305
925,maushold-family-of-four,23,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,74,75,70,75,111,65,470
926,fidough,109,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/926.png,37,55,70,55,65,30,312
927,dachsbun,149,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/927.png,57,80,115,80,95,50,477
928,smoliv,65,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/928.png,41,35,45,51,30,58,260
929,dolliv,119,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/929.png,52,53,60,78,33,78,354
930,arboliva,482,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/930.png,78,69,90,109,39,125,510
931,squawkabilly-green-plumage,24,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,82,96,51,51,92,45,417
932,nacli,160,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,55,55,75,35,25,35,280
933,naclstack,1050,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,60,60,100,65,35,35,355
934,garganacl,2400,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,100,100,130,90,35,45,500
935,charcadet,105,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,40,50,40,40,35,50,255
936,armarouge,850,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,85,60,100,80,75,125,525
937,ceruledge,620,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,75,125,80,100,85,60,525
938,tadbulb,4,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,61,31,41,35,45,59,272
939,bellibolt,1130,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,109,64,91,83,45,103,495
940,wattrel,36,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,40,40,35,40,70,55,280
941,kilowattrel,386,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,70,70,60,60,125,105,490
942,maschiff,160,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,60,78,60,51,51,40,340
943,mabosstiff,610,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,80,120,90,70,85,60,505
944,shroodle,7,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,40,65,35,35,75,40,290
945,grafaiai,272,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,63,95,65,72,110,80,485
946,bramblin,6,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,40,65,30,35,60,45,275
947,brambleghast,60,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,55,115,70,70,90,80,480
948,toedscool,330,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,40,40,35,100,70,50,335
949,toedscruel,580,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,80,70,65,120,100,80,515
950,klawf,790,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,70,100,115,55,75,35,450
951,capsakid,30,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,50,62,40,40,50,62,304
